Temperature (K)	Pressure (MPa)	Density (l, mol/l)	Volume (l, l/mol)	Internal Energy (l, kJ/mol)	Enthalpy (l, kJ/mol)	Entropy (l, J/mol*K)	Cv (l, J/mol*K)	Cp (l, J/mol*K)	Sound Spd. (l, m/s)	Joule-Thomson (l, K/MPa)	Viscosity (l, uPa*s)	Therm. Cond. (l, W/m*K)	Surf. Tension (l, N/m)	Density (v, mol/l)	Volume (v, l/mol)	Internal Energy (v, kJ/mol)	Enthalpy (v, kJ/mol)	Entropy (v, J/mol*K)	Cv (v, J/mol*K)	Cp (v, J/mol*K)	Sound Spd. (v, m/s)	Joule-Thomson (v, K/MPa)	Viscosity (v, uPa*s)	Therm. Cond. (v, W/m*K)
355.425920000	0.0519564548376	53.8619023264	0.0185659985408	6.20655041465	6.20751503812	19.8625798625	69.5566669176	75.6392962979	1553.73384826	-0.188385647334	344.213649049	0.668410384072	0.0622545009963	0.0177588786550	56.3098616430	44.7573736858	47.6830344683	136.555024325	27.3009336802	36.3644211768	462.676722611	84.8709417315	11.6175657515	0.0229178294729
356.049146667	0.0532619491985	53.8399225933	0.0185735779665	6.25368756088	6.25467682585	19.9950864209	69.4976530548	75.6482224630	1553.54025654	-0.188037146468	341.605973616	0.668793246420	0.0621395014942	0.0181762425726	55.0168713917	44.7713898504	47.7016956595	136.403226201	27.3230484865	36.3976259690	463.026846257	84.0944728038	11.6391148804	0.0229732870010
356.672373333	0.0545948182112	53.8178364097	0.0185812003364	6.30083013572	6.30184457297	20.1273765111	69.4386349440	75.6572757174	1553.33295422	-0.187688096552	339.032427072	0.669170609466	0.0620243137312	0.0186016619179	53.7586375032	44.7853841204	47.7203271613	136.252105212	27.3453952081	36.4312123861	463.375895142	83.3299738767	11.6606703563	0.0230289247450
357.295600000	0.0559555105418	53.7956441697	0.0185888656124	6.34797821453	6.34901836400	20.2594511011	69.3796150303	75.6664571087	1553.11202912	-0.187338476797	336.492417450	0.669542490611	0.0619089380840	0.0190352551140	52.5341002266	44.7993562792	47.7389286774	136.101656584	27.3679762343	36.4651845972	463.723863658	82.5771918535	11.6822319538	0.0230847441014
357.918826667	0.0573444798738	53.7733462602	0.0185965737591	6.39513187328	6.39619828413	20.3913111553	69.3205957273	75.6757676933	1552.87756789	-0.186988266524	333.985365582	0.669908907133	0.0617933749301	0.0194771417047	51.3422356915	44.8133061093	47.7574999098	135.951875574	27.3907939622	36.4995467959	464.070746184	81.8358798287	11.7037994493	0.0231407404225
358.542053333	0.0587621848305	53.7509430614	0.0186043247438	6.44229118848	6.44338441925	20.5229576346	69.2615794168	75.6852085365	1552.62965604	-0.186637445154	331.510704766	0.670269876193	0.0616776246484	0.0199274423573	50.1820545794	44.8272333919	47.7760405591	135.802757467	27.4138507961	36.5343032011	464.416537089	81.1057969116	11.7253726213	0.0231969269373
359.165280000	0.0602090891780	53.7284349463	0.0186121185365	6.48945623727	6.49057685597	20.6543914969	69.2025684491	75.6947807118	1552.36837795	-0.186285992211	329.067880436	0.670625414838	0.0615616876185	0.0203862788663	49.0526008479	44.8411379072	47.7945503245	135.654297581	27.4371491479	36.5694580559	464.761230731	80.3867080567	11.7469512504	0.0232532992860
359.788506667	0.0616856614367	53.7058222812	0.0186199551096	6.53662709733	6.53777568157	20.7856136965	69.1435651430	75.7044853003	1552.09381691	-0.185933887314	326.656349855	0.670975540004	0.0614455642213	0.0208537741570	47.9529505053	44.8550194341	47.8130289034	135.506491259	27.4606914369	36.6050156286	465.104821454	79.6783838969	11.7685351193	0.0233098588941
360.411733333	0.0631923753972	53.6831054260	0.0186278344381	6.58380384696	6.58498098406	20.9166251844	69.0845717858	75.7143233901	1551.80605508	-0.185581110179	324.275581800	0.671320268517	0.0613292548385	0.0213300522889	46.8822104350	44.8688777504	47.8314759920	135.359333879	27.4844800894	36.6409802121	465.447303595	78.9806005842	11.7901240126	0.0233666071944
361.034960000	0.0647297097740	53.6602847335	0.0186357564997	6.63098656504	6.63219285215	21.0474269084	69.0255906337	75.7242960761	1551.50517359	-0.185227640607	321.925056273	0.671659617102	0.0612127598531	0.0218152384589	45.8395172660	44.8827126330	47.8498912848	135.212820843	27.5085175385	36.6773561236	465.788671475	78.2931396330	11.8117177171	0.0234235456268
361.658186667	0.0662981485833	53.6373605503	0.0186437212745	6.67817533107	6.67941137527	21.1780198132	68.9666239114	75.7344044596	1551.19125244	-0.184873458488	319.604264208	0.671993602381	0.0610960796492	0.0223094590048	44.8240362882	44.8965238573	47.8682744750	135.066947586	27.5328062243	36.7141477047	466.128919407	77.6157877703	11.8333160217	0.0234806756383
362.281413333	0.0678981805463	53.6143332165	0.0186517287450	6.72537022512	6.72663664356	21.3084048400	68.9076738126	75.7446496473	1550.86437064	-0.184518543795	317.312707197	0.672322240878	0.0609792146117	0.0228128414087	43.8349604105	44.9103111979	47.8866252542	134.921709569	27.5573485929	36.7513593211	466.468041692	76.9483367883	11.8549187173	0.0235379986827
362.904640000	0.0695302998434	53.5912030659	0.0186597788964	6.77257132787	6.77386874789	21.4385829272	68.8487424998	75.7550327516	1550.52460612	-0.184162876581	315.049897217	0.672645549021	0.0608621651269	0.0233255143005	42.8715091601	44.9240744280	47.9049433126	134.777102282	27.5821470966	36.7889953619	466.806032621	76.2905834039	11.8765255970	0.0235955162207
363.527866667	0.0711950054912	53.5679704259	0.0186678717161	6.81977872062	6.82110777985	21.5685550096	68.7898321048	75.7655548900	1550.17203580	-0.183806436975	312.815356371	0.672963543145	0.0607449315820	0.0238476074614	41.9329277211	44.9378133200	47.9232283389	134.633121245	27.6072041932	36.8270602397	467.142886474	75.6423291205	11.8981364559	0.0236532297198
364.151093333	0.0728928019095	53.5446356179	0.0186760071940	6.86699248525	6.86835383174	21.6983220194	68.7309447284	75.7762171845	1549.80673560	-0.183449205178	310.608616627	0.673276239494	0.0606275143654	0.0243792518267	41.0184860105	44.9515276450	47.9414800204	134.489762003	27.6325223458	36.8655583901	467.478597522	75.0033800952	11.9197510911	0.0237111406539
364.774320000	0.0746241985694	53.5211989570	0.0186841853226	6.91421270426	6.91560699662	21.8278848853	68.6720824410	75.7870207615	1549.42878041	-0.183091161465	308.429219580	0.673583654224	0.0605099138665	0.0249205794899	40.1274777902	44.9652171730	47.9596980429	134.347020131	27.6581040221	36.9044942709	467.813160025	74.3735470102	11.9413693019	0.0237692505038
365.397546667	0.0763897100350	53.4976607524	0.0186924060966	6.96143946077	6.96286736825	21.9572445330	68.6132472822	75.7979667516	1549.03824417	-0.182732286172	306.276716205	0.673885803406	0.0603921304759	0.0254717237059	39.2592198136	44.9788816731	47.9778820909	134.204891231	27.6839516940	36.9438723619	468.146568236	73.7526449478	11.9629908899	0.0238275607567
366.020773333	0.0781898561955	53.4740213073	0.0187006695130	7.00867283847	7.01013504113	22.0864018854	68.5544412614	75.8090562891	1548.63519983	-0.182372559703	304.150666629	0.674182703023	0.0602741645853	0.0260328188939	38.4130510059	44.9925209130	47.9960318474	134.063370933	27.7100678370	36.9836971641	468.478816395	73.1404932697	11.9846156584	0.0238860729060
366.644000000	0.0800251620860	53.4502809191	0.0187089755714	7.05591292170	7.05741011050	22.2153578621	68.4956663578	75.8202905119	1548.21971939	-0.182011962519	302.050639904	0.674474368982	0.0601560165874	0.0266040006417	37.5883316750	45.0061346595	48.0141469939	133.922454892	27.7364549295	37.0239731991	468.809898739	72.5369154996	12.0062434131	0.0239447884517
367.267226667	0.0818961579169	53.4264398792	0.0187173242736	7.10315979539	7.10469267234	22.3441133798	68.4369245205	75.8316705608	1547.79187390	-0.181650475141	299.976213788	0.674760817104	0.0600376868763	0.0271854057082	36.7844427534	45.0197226785	48.0322272107	133.782138792	27.7631154524	37.0647050088	469.139809493	71.9417392107	12.0278739618	0.0240037088999
367.890453333	0.0838033791729	53.4024984734	0.0187257156236	7.15041354509	7.15198282334	22.4726693523	68.3782176689	75.8431975801	1547.35173349	-0.181288078142	297.926974531	0.675042063136	0.0599191758469	0.0277771720275	36.0007850695	45.0332847345	48.0502721765	133.642418343	27.7900518881	37.1058971539	469.468542877	71.3547959154	12.0495071142	0.0240628357628
368.513680000	0.0857473666285	53.3784569818	0.0187341496278	7.19767425696	7.19928066096	22.6010266904	68.3195476926	75.8548727167	1546.89936734	-0.180924752145	295.902516670	0.675318122746	0.0598004838954	0.0283794387119	35.2367786464	45.0468205912	48.0682815690	133.503289282	27.8172667200	37.1475542137	469.796093103	70.7759209595	12.0711426825	0.0241221705586
369.136906667	0.0877286662533	53.3543156789	0.0187426262951	7.24494201776	7.24658628336	22.7291863018	68.2609164515	75.8666971200	1546.43484376	-0.180560477823	293.902442828	0.675589011526	0.0596816114193	0.0289923460556	34.4918620274	45.0603300111	48.0862550641	133.364747372	27.8447624314	37.1896807851	470.122454376	70.2049534193	12.0927804806	0.0241817148118
369.760133333	0.0897478293885	53.3300748336	0.0187511456363	7.29221691487	7.29389978948	22.8571490915	68.2023257767	75.8786719421	1545.95823014	-0.180195235892	291.926363518	0.675854744998	0.0595625588169	0.0296160355381	33.7654916275	45.0738127559	48.1041923367	133.226788401	27.8725415051	37.2322814817	470.447620899	69.6417360025	12.1144203248	0.0242414700524
370.383360000	0.0918054124629	53.3057347093	0.0187597076647	7.33949903628	7.34122127898	22.9849159616	68.1437774696	75.8907983372	1545.46959299	-0.179829007108	289.973896955	0.676115338608	0.0594433264881	0.0302506498273	33.0571411097	45.0872685860	48.1220930601	133.089408186	27.9006064222	37.2753609327	470.771586867	69.0861149521	12.1360620335	0.0243014378165
371.006586667	0.0939019774269	53.2812955641	0.0187683123958	7.38678847060	7.38855085225	23.1124878112	68.0852733033	75.9030774617	1544.96899796	-0.179461772269	288.044668870	0.676370807734	0.0593239148335	0.0308963327835	32.3663007842	45.1006972609	48.1399569065	132.952602566	27.9289596613	37.3189237823	471.094346471	68.5379399530	12.1577054273	0.0243616196458
371.629813333	0.0960380914495	53.2567576506	0.0187769598472	7.43408530704	7.43588861043	23.2398655366	68.0268150216	75.9155104739	1544.45650983	-0.179093512204	286.138312335	0.676621167682	0.0592043242552	0.0315532294628	31.6924770308	45.1140985392	48.1577835468	132.816367408	27.9576036975	37.3629746882	471.415893901	67.9970640424	12.1793503288	0.0244220170878
372.253040000	0.0982143270678	53.2321212162	0.0187856500390	7.48138963543	7.48323465541	23.3670500314	67.9684043403	75.9280985341	1543.93219254	-0.178724207778	284.254467584	0.676866433690	0.0590845551564	0.0322214861203	31.0351917434	45.1274721783	48.1755726504	132.680698605	27.9865410015	37.4075183207	471.736223342	67.4633435226	12.2009965628	0.0244826316954
372.876266667	0.100431262063	53.2073865029	0.0187943829931	7.52870154620	7.53058908980	23.4940421861	67.9100429466	75.9408428043	1543.39610919	-0.178353839883	282.392781847	0.677106620931	0.0589646079413	0.0329012502137	30.3939817942	45.1408179349	48.1933238856	132.545592072	28.0157740386	37.4525593618	472.055328978	66.9366378768	12.2226439563	0.0245434650273
373.499493333	0.102689479675	53.1825537476	0.0188031587341	7.57602113039	7.57795201698	23.6208428886	67.8517324998	75.9537444483	1542.84832205	-0.177982389437	280.552909185	0.677341744508	0.0588444830157	0.0335926704072	29.7683985190	45.1541355644	48.2110369195	132.411043753	28.0453052676	37.4981025037	472.373204993	66.4168096876	12.2442923386	0.0246045186474
374.122720000	0.104989568491	53.1576231821	0.0188119772883	7.62334847967	7.62532354105	23.7474530240	67.7934746314	75.9668046312	1542.28889258	-0.177609837382	278.734510331	0.677571819461	0.0587241807862	0.0342958965747	29.1580072217	45.1674248216	48.2287114178	132.277049614	28.0751371395	37.5441524477	472.689845569	65.9037245586	12.2659415408	0.0246657941251
374.745946667	0.107332122403	53.1325950331	0.0188208386844	7.67068368630	7.67270376686	23.8738734747	67.7352709453	75.9800245199	1541.71788145	-0.177236164680	276.937252535	0.677796860765	0.0586037016608	0.0350110798037	28.5623866961	45.1806854601	48.2463470450	132.143605647	28.1052720968	37.5907139032	473.005244891	65.3972510377	12.2875913965	0.0247272930349
375.369173333	0.109717740753	53.1074695221	0.0188297429533	7.71802684314	7.72009280000	24.0001051202	67.6771230179	75.9934052828	1541.13534851	-0.176861352311	275.160809409	0.678016883330	0.0584830460486	0.0357383723985	27.9811287668	45.1939172326	48.2639434646	132.010707868	28.1357125721	37.6377915860	473.319397143	64.8972605435	12.3092417415	0.0247890169569
375.992400000	0.112147028270	53.0822468658	0.0188386901280	7.76537804368	7.76749074679	24.1261488372	67.6190323986	76.0069480895	1540.54135286	-0.176485381267	273.404860786	0.678231902006	0.0583622143600	0.0364779278844	27.4138378465	45.2071198910	48.2815003387	131.878352318	28.1664609867	37.6853902171	473.632296516	64.4036272945	12.3308924134	0.0248509674761
376.615626667	0.114620595053	53.0569272758	0.0188476802436	7.81273738200	7.81489771433	24.2520055000	67.5610006098	76.0206541112	1539.93595281	-0.176108232554	271.669092571	0.678441931577	0.0582412070067	0.0372299010109	26.8601305092	45.2202931862	48.2990173283	131.746535061	28.1975197499	37.7335145217	473.943937199	63.9162282395	12.3525432525	0.0249131461827
377.238853333	0.117139056680	53.0315109590	0.0188567133374	7.86010495280	7.86231381041	24.3776759800	67.5030291476	76.0345245203	1539.31920593	-0.175729887184	269.953196608	0.678646986769	0.0581200244015	0.0379944477558	26.3196350800	45.2334368683	48.3164940933	131.615252188	28.2288912573	37.7821692274	474.254313391	63.4349429914	12.3741941008	0.0249755546718
377.862080000	0.119703034058	53.0059981172	0.0188657894487	7.90748085136	7.90973914360	24.5031611459	67.4451194812	76.0485604909	1538.69116900	-0.175350326177	268.256870538	0.678847082244	0.0579986669585	0.0387717253286	25.7919912391	45.2465506863	48.3339302923	131.484499810	28.2605778898	37.8313590628	474.563419293	62.9596537626	12.3958448030	0.0250381945437
378.485306667	0.122313153663	52.9803889477	0.0188749086192	7.95486517360	7.95717382319	24.6284618638	67.3872730539	76.0627631981	1538.05189812	-0.174969530552	266.579817674	0.679042232606	0.0578771350930	0.0395618921746	25.2768496407	45.2596343887	48.3513255829	131.354274064	28.2925820123	37.8810887564	474.871249114	62.4902453021	12.4174952055	0.0251010674035
379.108533333	0.124970047301	52.9546836428	0.0188840708925	8.00225801600	8.00461795924	24.7535789971	67.3294912832	76.0771338185	1537.40144860	-0.174587481331	264.921746867	0.679232452398	0.0577554292216	0.0403651079785	24.7738715460	45.2726877229	48.3686796217	131.224571110	28.3249059721	37.9313630349	475.177797070	62.0266048360	12.4391451573	0.0251641748612
379.731760000	0.127674352275	52.9288823901	0.0188932763142	8.04965947569	8.05207166251	24.8785134066	67.2717755608	76.0916735301	1536.73987508	-0.174204159530	263.282372385	0.679417756103	0.0576335497622	0.0411815336683	24.2827284689	45.2857104355	48.3859920641	131.095387132	28.3575520981	37.9821866215	475.483057387	61.5686220084	12.4607945095	0.0252275185314
380.354986667	0.130426711341	52.9029853727	0.0189025249323	8.09706965036	8.09953504453	25.0032659505	67.2141272531	76.1063835125	1536.06723146	-0.173819546162	261.661413790	0.679598158146	0.0575114971339	0.0420113314193	23.8031018351	45.2987022723	48.4032625643	130.966718337	28.3905226989	38.0335642349	475.787024299	61.1161888249	12.4824431152	0.0252911000338
380.978213333	0.133227772729	52.8769927688	0.0189118167966	8.14448863833	8.14700821756	25.1278374843	67.1565477012	76.1212649464	1535.38357096	-0.173433622228	260.058595819	0.679773672894	0.0573892717571	0.0428546646579	23.3346826532	45.3116629784	48.4204907758	130.838560956	28.4238200619	38.0855005875	476.089692054	60.6691995983	12.5040908301	0.0253549209926
381.601440000	0.136078190183	52.8509047523	0.0189211519592	8.19191653849	8.19449129461	25.2522288611	67.0990382216	76.1363190144	1534.68894610	-0.173046368718	258.473648272	0.679944314654	0.0572668740534	0.0437116980658	22.8771711979	45.3245922978	48.4376763508	130.710911240	28.4574464515	38.1380003836	476.391054907	60.2275508954	12.5257375119	0.0254189830365
382.224666667	0.138978622833	52.8247214922	0.0189305304742	8.23935345036	8.24198438942	25.3764409311	67.0416001059	76.1515469002	1533.98340871	-0.172657766608	256.906305895	0.680110097676	0.0571443044459	0.0445825975837	22.4302767043	45.3374899742	48.4548189407	130.583765466	28.4914041080	38.1910683184	476.691107130	59.7911414856	12.5473830205	0.0254832877990
382.847893333	0.141929735434	52.7984431533	0.0189399523978	8.28679947404	8.28948761647	25.5004745424	66.9842346216	76.1669497896	1533.26700997	-0.172267796856	255.356308274	0.680271036152	0.0570215633588	0.0454675304156	21.9937170737	45.3503557502	48.4719181957	130.457119933	28.5256952464	38.2447090760	476.989843009	59.3598722913	12.5690272182	0.0255478369180
383.471120000	0.144932198114	52.7720698958	0.0189494177881	8.33425471022	8.33700109099	25.6243305401	66.9269430119	76.1825288697	1532.53980038	-0.171876440398	253.823399729	0.680427144217	0.0568986512177	0.0463666650330	21.5672185888	45.3631893677	48.4889737652	130.330970962	28.5603220544	38.2989273279	477.287256842	58.9336463400	12.5906699694	0.0256126320361
384.094346667	0.147986686605	52.7456018754	0.0189589267056	8.38171926020	8.38452492895	25.7480097671	66.8697264964	76.1982853295	1531.80182980	-0.171483678149	252.307329208	0.680578435949	0.0567755684494	0.0472801711788	21.1505156404	45.3759905681	48.5059852976	130.205314897	28.5952866915	38.3537277318	477.583342947	58.5123687177	12.6123111408	0.0256776748002
384.717573333	0.151093882073	52.7190392435	0.0189684792126	8.42919322588	8.43205924704	25.8715130635	66.8125862710	76.2142203599	1531.05314743	-0.171089490997	250.807850187	0.680724925367	0.0566523154823	0.0482082198717	20.7433504631	45.3887590916	48.5229524403	130.080148104	28.6305912875	38.4091149294	477.878095656	58.0959465233	12.6339506015	0.0257429668614
385.340800000	0.154254471264	52.6923821469	0.0189780753736	8.47667670973	8.47960416271	25.9948412673	66.7555235082	76.2303351536	1530.29380185	-0.170693859800	249.324720573	0.680866626436	0.0565288927459	0.0491509834105	20.3454728799	45.4014946784	48.5398748401	129.955466971	28.6662379407	38.4650935451	478.171509323	57.6842888256	12.6555882226	0.0258085098757
385.964026667	0.157469146418	52.6656307282	0.0189877152552	8.52416981484	8.52715979416	26.1179952136	66.6985393577	76.2466309055	1529.52384100	-0.170296765386	247.857702606	0.681003553061	0.0564053006710	0.0501086353784	19.9566400571	45.4141970674	48.5567521424	129.831267909	28.7022287173	38.5216681849	478.463578318	57.2773066202	12.6772238776	0.0258743055028
386.587253333	0.160738605309	52.6387851258	0.0189973989257	8.57167264488	8.57472626029	26.2409757352	66.6416349464	76.2631088124	1528.74331222	-0.169898188547	246.406562767	0.681135719094	0.0562815396898	0.0510813506472	19.5766162666	45.4268659971	48.5735839923	129.707547349	28.7385656490	38.5788434338	478.754297034	56.8749127887	12.6988574423	0.0259403554072
387.210480000	0.164063551245	52.6118454736	0.0190071264560	8.61918530411	8.62230368077	26.3637836625	66.5848113786	76.2797700735	1527.95226222	-0.169498110037	244.971071685	0.681263138327	0.0561576102361	0.0520693053821	19.2051726571	45.4395012054	48.5903700337	129.584301746	28.7752507324	38.6366238553	479.043659885	56.4770220589	12.7204887948	0.0260066612573
387.833706667	0.167444693077	52.5848119014	0.0190168979186	8.66670789738	8.66989217602	26.4864198234	66.5280697364	76.2966158902	1527.15073712	-0.169096510573	243.551004051	0.681385824498	0.0560335127446	0.0530726770460	18.8420870335	45.4521024296	48.6071099097	129.461527575	28.8122859273	38.6950139891	479.331661307	56.0835509657	12.7421178153	0.0260732247260
388.456933333	0.170882745185	52.5576845347	0.0190267133884	8.71424053015	8.71749186717	26.6088850435	66.4714110802	76.3136474666	1526.33878244	-0.168693370824	242.146138530	0.681503791286	0.0559092476518	0.0540916444041	18.4871436433	45.4646694062	48.6238032627	129.339221333	28.8496731552	38.7540183498	479.618295760	55.6944178138	12.7637443865	0.0261400474901
389.080160000	0.174378427553	52.5304634948	0.0190365729421	8.76178330845	8.76510287610	26.7311801456	66.4148364483	76.3308660092	1525.51644311	-0.168288671418	240.756257674	0.681617052315	0.0557848153953	0.0551263875285	18.1401329714	45.4772018712	48.6404497343	129.217379540	28.8874142980	38.8136414255	479.903557730	55.3095426411	12.7853683932	0.0262071312308
389.703386667	0.177932465632	52.5031488989	0.0190464766585	8.80933633890	8.81272532545	26.8533059506	66.3583468580	76.3482727272	1524.68376350	-0.167882392931	239.381147845	0.681725621153	0.0556602164142	0.0561770878031	17.8008515412	45.4896995600	48.6570489653	129.095998735	28.9255111970	38.8738876762	480.187441727	54.9288471832	12.8069897227	0.0262744776334
390.326613333	0.181545590531	52.4757408600	0.0190564246185	8.85689972872	8.86035933858	26.9752632768	66.3019433053	76.3658688328	1523.84078739	-0.167474515888	238.020599131	0.681829511309	0.0555354511490	0.0572439279280	17.4691017230	45.5021622076	48.6736005958	128.975075478	28.9639656510	38.9347615323	480.469942288	54.5522548390	12.8286082644	0.0263420883872
390.949840000	0.185218538814	52.4482394869	0.0190664169052	8.90447358571	8.90800503959	27.0970529400	66.2456267652	76.3836555412	1522.98755801	-0.167065020762	236.674405269	0.681928736239	0.0554105200416	0.0583270919249	17.1446915490	45.5145895481	48.6901042651	128.854606353	29.0027794151	38.9962673929	480.751053979	54.1796906370	12.8502239102	0.0264099651857
391.573066667	0.188952052679	52.4206448846	0.0190764536034	8.95205801828	8.95566255335	27.2186757538	66.1893981922	76.4016340705	1522.12411803	-0.166653887965	235.342363567	0.682023309339	0.0552854235352	0.0594267651413	16.8274345343	45.5269813155	48.7065596119	128.734587961	29.0419541999	39.0584096248	481.030771392	53.8110812029	12.8718365541	0.0264781097262
392.196293333	0.192746879864	52.3929571536	0.0190865348002	8.99965313540	9.00333200543	27.3401325295	66.1332585206	76.4198056423	1521.25050959	-0.166241097854	234.024274832	0.682113243949	0.0551601620747	0.0605431342561	16.5171495049	45.5393372428	48.7229662741	128.615016927	29.0814916695	39.1211925609	481.309089152	53.4463547278	12.8934460927	0.0265465237106
392.819520000	0.196603773695	52.3651763908	0.0190966605848	9.04725904665	9.05101352218	27.4614240759	66.0772086644	76.4381714817	1520.36677425	-0.165826630718	232.719943296	0.682198553353	0.0550347361060	0.0616763872844	16.2136604303	45.5516570629	48.7393238890	128.495889896	29.1213934406	39.1846204986	481.586001911	53.0854409371	12.9150524246	0.0266152088442
393.442746667	0.200523493060	52.3373026889	0.0191068310483	9.09487586217	9.09870723067	27.5825511998	66.0212495181	76.4567328172	1519.47295307	-0.165410466785	231.429176544	0.682279250778	0.0549091460769	0.0628267135829	15.9167962634	45.5639405081	48.7556320932	128.377203531	29.1616610816	39.2486976989	481.861504354	52.7282710607	12.9366554510	0.0266841668368
394.065973333	0.204506802411	52.3093361364	0.0191170462839	9.14250369273	9.14641325873	27.7035147054	65.9653819564	76.4754908813	1518.56908658	-0.164992586212	230.151785449	0.682355349394	0.0547833924364	0.0639943038545	15.6263907843	45.5761873101	48.7718905227	128.258954519	29.2022961106	39.3134283845	482.135591198	52.3747778034	12.9582550753	0.0267533994020
394.689200000	0.208554471816	52.2812768181	0.0191273063869	9.19014264965	9.19413173493	27.8243153948	65.9096068348	76.4944469102	1517.65521479	-0.164572969085	228.887584098	0.682426862311	0.0546574756349	0.0651793501545	15.3422824503	45.5883972002	48.7880988130	128.141139564	29.2432999947	39.3788167391	482.408257192	52.0248953164	12.9798512031	0.0268229082575
395.312426667	0.212667276851	52.2531248149	0.0191376114547	9.23779284486	9.24186278858	27.9449540677	65.8539249899	76.5136021444	1516.73137719	-0.164151595419	227.636389732	0.682493802586	0.0545313961244	0.0663820458950	15.0643142512	45.6005699093	48.8042565987	128.023755394	29.2846741492	39.4448669059	482.679497118	51.6785591694	13.0014437427	0.0268926951247
395.935653333	0.216845998732	52.2248802034	0.0191479615866	9.28545439088	9.28960654973	28.0654315217	65.7983372395	76.5329578287	1515.79761277	-0.163728445147	226.398022679	0.682556183216	0.0544051543583	0.0676025858515	14.7923335684	45.6127051679	48.8203635142	127.906798753	29.3264199356	39.5115829861	482.949305795	51.3357063232	13.0230326045	0.0269627617295
396.558880000	0.221091424246	52.1965430568	0.0191583568841	9.33312740080	9.33736314921	28.1857485522	65.7428443830	76.5525152121	1514.85396001	-0.163303498128	225.172306291	0.682614017140	0.0542787507916	0.0688411661673	14.5261920399	45.6248027059	48.8364191930	127.790266408	29.3685386614	39.5789690385	483.217678073	50.9962751032	13.0446177012	0.0270331098014
397.182106667	0.225404345751	52.1681134439	0.0191687974509	9.38081198832	9.38513271857	28.3059059521	65.6874472015	76.5722755485	1513.90045693	-0.162876734135	223.959066882	0.682667317240	0.0541521858806	0.0700979843602	14.2657454295	45.6368622531	48.8524232683	127.674155144	29.4110315784	39.6470290777	483.484608842	50.6602051736	13.0661989481	0.0271037410740
397.805333333	0.229785561177	52.1395914299	0.0191792833924	9.42850826771	9.43291539011	28.4259045124	65.6321464583	76.5922400966	1512.93714104	-0.162448132856	222.758133674	0.682716096339	0.0540254600832	0.0713732393273	14.0108534995	45.6488835385	48.8683753726	127.558461766	29.4538998821	39.7157670732	483.750093023	50.3274375113	13.0877762627	0.0271746572849
398.428560000	0.234235874080	52.1109770762	0.0191898148165	9.47621635386	9.48071129690	28.5457450218	65.5769428987	76.6124101200	1511.96404936	-0.162017673894	221.569338729	0.682760367204	0.0538985738590	0.0726671313518	13.7613798893	45.6608662912	48.8842751379	127.443183100	29.4971447105	39.7851869488	484.014125579	49.9979143820	13.1093495648	0.0272458601759
399.051786667	0.238756093513	52.0822704403	0.0192003918329	9.52393636221	9.52852057276	28.6654282668	65.5218372511	76.6327868876	1510.98121847	-0.161585336756	220.392516899	0.682800142541	0.0537715276687	0.0739798621082	13.5171919966	45.6728102395	48.9001221959	127.328315989	29.5407671435	39.8552925811	484.276701506	49.6715793148	13.1309187768	0.0273173514924
399.675013333	0.243347034221	52.0534715757	0.0192110145535	9.57166840883	9.57634335225	28.7849550319	65.4668302262	76.6533716737	1509.98868445	-0.161151100861	219.227505770	0.682835435000	0.0536443219749	0.0753116346685	13.2781608632	45.6847151115	48.9159161776	127.213857298	29.5847682015	39.9260877988	484.537815840	49.3483770792	13.1524838234	0.0273891329843
400.298240000	0.248009516477	52.0245805323	0.0192216830923	9.61941261037	9.62417977069	28.9043260994	65.4119225182	76.6741657582	1508.98648295	-0.160714945526	218.074145603	0.682866257168	0.0535169572416	0.0766626535088	13.0441610645	45.6965806351	48.9316567136	127.099803908	29.6291488450	39.9975763819	484.797463655	49.0282536613	13.1740446314	0.0274612064051
400.921466667	0.252744366135	51.9955973562	0.0192323975653	9.66716908405	9.67202996418	29.0235422492	65.3571148045	76.6951704268	1507.97464914	-0.160276849973	216.932279286	0.682892621578	0.0533894339344	0.0780331245148	12.8150706026	45.7084065377	48.9473434341	126.986152724	29.6739099736	40.0697620611	485.055640062	48.7111562409	13.1956011305	0.0275335735126
401.544693333	0.257552414626	51.9665220896	0.0192431580908	9.71493794771	9.71989406954	29.1426042596	65.3024077460	76.7163869714	1506.95321776	-0.159836793319	215.801752279	0.682914540700	0.0532617525203	0.0794232549888	12.5907708031	45.7201925464	48.9629759687	126.872900664	29.7190524253	40.1426485165	485.312340212	48.3970331692	13.2171532525	0.0276062360688
402.167920000	0.262434498984	51.9373547711	0.0192539647891	9.76271931979	9.76777222439	29.2615129064	65.2478019876	76.7378166897	1505.92222308	-0.159394754577	214.682412563	0.682932026946	0.0531339134680	0.0808332536558	12.3711462149	45.7319383880	48.9785539467	126.760044670	29.7645769760	40.2162393775	485.567559295	48.0858339468	13.2387009315	0.0276791958395
402.791146667	0.267391461793	51.9080954354	0.0192648177825	9.81051331931	9.81566456710	29.3802689636	65.1932981583	76.7594608862	1504.88169897	-0.158950712650	213.574110594	0.682945092669	0.0530059172479	0.0822633306701	12.1560845136	45.7436437891	48.9940769970	126.647581699	29.8104843382	40.2905382220	485.821292540	47.7775092016	13.2602441042	0.0277524545949
